,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,pseudocolour,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,bp_rp,radial_velocity,phot_variable_flag,in_qso_candidates,in_galaxy_candidates,non_single_star,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,gaia_ra,gaia_dec,gaia_ra_e,gaia_dec_e,radio_ra,radio_dec,radio_ra_e,radio_dec_e,radio_idx,d2d,d3d,1.266GHz,1.266GHz_e,Group,MG
34,4625380607550547584,0.3635842296601653,0.060723253,-0.9037263343784916,0.099679336,0.4588618962626428,0.08111939,,False,2222.740171489495,1.7192804,17.320145,1112.6489587440103,12.207809,17.722647,1615.845001151945,16.726896,0.9957504,,NOT_AVAILABLE,False,False,0,1.02900646e-13,5.1223067e-13,5099.562,4.6598,-0.8403,1551.2633,0.008,0.0065,0.0035,62.771187510370574,-79.84657396919128,0.06424948,0.056703173,62.768920833333326,-79.84709444444444,0.0003291666666666666,5.833333333333333e-05,6424,2.362189532345971,1.1452218026490818e-05,97.8,5.5,,5.1231701879297695
35,4625777672983276160,0.7620337875921112,0.03767349,11.178493421920177,0.04729155,14.978042962751369,0.050524577,,False,4767.019955264851,2.3015404,16.491749,2224.1854716338835,13.273693,16.970615,3695.7379137087737,15.828643,1.1419725,,NOT_AVAILABLE,False,False,0,1.0310885e-13,5.1645293e-13,4959.3257,4.6443,-0.5599,965.0647,0.2013,0.1603,0.0854,63.01197582020372,-79.5173541779852,0.038196288,0.034913108,63.01154583333333,-79.51751666666667,0.0009166666666666665,0.00016666666666666666,7191,0.6492242380159969,3.1475279269937414e-06,10.8,1.5,,5.901620139109406
36,4625402086681672704,1.5124026335481402,0.063623086,-7.385290528292653,0.080962755,-5.979835703296023,0.07957838,1.3477184,False,2749.108580532014,3.4298282,17.089388,1290.485319435055,116.32333,17.561659,3263.44053669987,15.963706,1.5979528,,NOT_AVAILABLE,False,False,0,2.065019e-08,5.303526e-05,,,,,,,,63.024207316267685,-79.56382439598595,0.07522339,0.05662756,63.02707916666666,-79.56375555555556,0.0008458333333333333,0.0001527777777777778,7245,1.889078970243778,9.158513294700305e-06,12.9,1.6,,7.987725124642749
37,4622344477988947456,1.8097076745091856,0.11218575,4.256559529463992,0.1420467,9.172364428297382,0.13904476,,False,839.6561635292348,1.2146579,18.377113,178.54789178902254,7.149243,19.709156,1001.858385479758,17.24588,2.463276,,NOT_AVAILABLE,False,False,0,1.08502176e-13,5.291177e-13,3391.285,4.4794,-1.087,422.1354,0.6112,0.4038,0.2466,63.04060495189313,-80.25746652757499,0.10762091,0.10851283,63.03780416666667,-80.25786944444444,0.0008041666666666666,0.0001361111111111111,7290,2.2394291238434967,1.0857058771094944e-05,16.7,1.8,,9.66515514064234
38,4625777599968068224,0.7505829395743352,0.10261504,7.930373805406067,0.12491657,6.7903141171739625,0.123901375,,False,1047.7012603797236,1.2472645,18.136774,393.5330351063072,8.429574,18.85109,979.2126802228132,17.270702,1.5803871,,NOT_AVAILABLE,False,False,0,1.026022e-13,5.497662e-13,4088.434,4.718,-0.3324,1093.3555,0.0216,0.0158,0.0085,63.1892366467775,-79.51284990667102,0.09842906,0.08996694,63.191829166666665,-79.51245555555556,0.000325,5.833333333333333e-05,7780,2.21389601203814,1.0733270751866804e-05,96.8,5.5,,7.5137674443173115
39,4622331013267897728,0.7099886513089668,0.050664708,3.4637839023594905,0.054721203,0.8405627751129551,0.06357107,,False,2839.258353861941,7.7950373,17.054354,1030.6098123600595,12.516773,17.805807,2564.7081538987886,16.2253,1.5805073,,VARIABLE,False,False,0,1.2844585e-13,3.2493502e-10,4342.1836,4.3175,-1.0248,1132.535,0.5813,0.4357,0.2349,63.26201674214407,-80.55098005276437,0.048113566,0.04702518,63.26182916666666,-80.55095833333333,0.0006333333333333333,0.00010277777777777778,8004,0.13565946282236332,6.576956354628617e-07,30.0,2.8,,6.310611034346904
40,4622330562294621824,2.656842345890108,0.11389293,99.6636948610141,0.120627634,39.80705072122331,0.12861076,,False,886.5016183451243,1.2070363,18.318169,199.62719896258156,8.667428,19.587994,1078.483948159798,17.165861,2.4221325,,NOT_AVAILABLE,False,False,0,1.0765377e-13,5.377252e-13,3407.504,4.6512,-0.8716,367.6275,0.4536,0.3001,0.1842,63.28778316860311,-80.57475243717332,0.10920243,0.10305794,63.284795833333334,-80.57514166666667,0.0008583333333333332,0.0001388888888888889,8082,2.2505452126572494,1.091095109046471e-05,15.5,2.0,,10.439997923083844
41,4625766196830663808,0.7020355220555327,0.047902223,11.138442646671283,0.058851287,12.719320660054724,0.05612186,,False,18055.98005499909,7.2779307,15.0458145,9234.048473521543,16.164852,15.425062,12839.000771713234,14.476567,0.9484949,,NOT_AVAILABLE,False,False,0,1.0236787e-13,9.0565245e-13,5641.273,4.4261,-0.2931,915.535,0.2875,0.2384,0.1282,63.31104504338662,-79.51056196754321,0.04833112,0.044249006,63.31076666666666,-79.50998333333334,0.0004875,8.61111111111111e-05,8164,2.0910581263640324,1.0137735876513655e-05,43.0,3.5,,4.277609937019422
42,4625388411507193216,0.5876033440820155,0.024916774,-1.736463473857194,0.03447058,5.099746475516685,0.03283359,,False,11655.852827290888,3.7822094,15.521007,6085.995726541102,15.719598,15.877713,7987.534781875513,14.991863,0.88584995,,NOT_AVAILABLE,False,False,0,1.0224748e-13,5.1072173e-13,5756.3677,4.0709,-0.3274,1908.7072,0.2442,0.2041,0.11,63.31300932914798,-79.7231611165697,0.02609748,0.02270765,63.313845833333325,-79.72249166666667,0.0003291666666666666,5.833333333333333e-05,8170,2.469180188971432,1.1970923367316096e-05,96.7,5.5,,4.3664282935917225
43,4625386689224561024,2.7678097117690963,0.18651098,16.220970560737936,0.2735725,19.27547300241857,0.26381654,,False,436.8992950218407,1.1732553,19.086414,81.8090485816091,6.600813,20.55654,568.937316868818,17.860235,2.6963043,,NOT_AVAILABLE,False,False,0,1.1678694e-13,1.6632268e-10,,,,,,,,63.33802784114461,-79.75056547324343,0.19027336,0.18469633,63.33979583333333,-79.75058888888888,0.0005833333333333333,0.00010555555555555555,8246,1.1356398775116887,5.505737494309955e-06,29.6,2.7,,11.297095144296804
