RAh,RAm,RAs,eRA,DE-,DEd,DEm,DEs,eDE,S1.266,e_S1.266,Group,PixX,PixY
4,15,17.2,0.204,-,79,28,58.09,0.56,12.6,1.7,,1917.3,3648.6
4,15,17.372,0.077,-,79,29,48.8,0.21,98.8,5.6,,1917.3,3608.1
4,15,17.446,0.161,-,79,34,57.79,0.44,21.2,2.2,,1919.1,3360.9
4,15,17.451,0.146,-,80,11,33.29,0.37,30.2,2.7,,1933.0,1604.6
4,15,17.524,0.223,-,79,45,57.96,0.59,11.1,1.4,,1923.1,2832.8
4,15,17.627,0.225,-,80,18,38.47,0.57,12.2,1.5,,1935.4,1264.4
4,15,17.721,0.217,-,79,40,30.79,0.58,11.5,1.4,,1920.6,3094.5
4,15,17.763,0.145,-,80,6,27.34,0.37,30.2,2.7,,1930.4,1849.3
4,15,17.78,0.171,-,79,26,13.85,0.48,18.1,2.1,,1915.0,3780.0
4,15,17.814,0.236,-,80,5,23.73,0.61,10.5,1.3,,1929.9,1900.2
4,15,17.849,0.095,-,79,42,2.36,0.25,69.7,4.7,,1920.9,3021.2
4,15,18.025,0.075,-,79,48,49.28,0.2,106.0,5.7,,1923.1,2695.7
4,15,18.027,0.09,-,79,51,7.38,0.23,79.4,5.0,,1924.0,2585.3
4,15,18.044,0.123,-,79,56,23.75,0.32,41.7,3.4,,1926.0,2332.2
4,15,18.058,0.128,-,79,30,36.43,0.35,34.9,3.1,,1916.1,3570.0
4,15,18.196,0.239,-,79,59,50.92,0.62,10.1,1.2,,1927.0,2166.4
4,15,18.304,0.106,-,80,32,0.41,0.26,65.6,4.6,,1939.1,622.9
4,15,18.319,0.221,-,80,10,38.31,0.56,12.2,1.5,,1930.9,1648.5
4,15,18.39,0.167,-,79,30,3.67,0.46,19.4,2.1,,1915.1,3596.2
4,15,18.477,0.228,-,80,16,59.94,0.57,11.8,1.4,,1933.0,1343.2
4,15,18.587,0.208,-,80,29,43.07,0.51,15.0,1.8,,1937.7,732.8
4,15,18.606,0.15,-,79,57,59.08,0.39,26.9,2.5,,1925.4,2255.9
4,15,18.614,0.121,-,80,1,20.43,0.31,43.8,3.5,,1926.7,2094.8
4,15,18.636,0.083,-,79,28,9.01,0.22,84.3,5.2,,1913.8,3687.9
4,15,18.653,0.227,-,79,33,0.54,0.62,10.2,1.4,,1915.7,3454.7
4,15,18.722,0.205,-,80,24,27.73,0.51,15.2,1.8,,1935.4,985.0
4,15,18.729,0.182,-,79,58,22.87,0.48,17.8,1.9,,1925.3,2236.9
4,15,18.824,0.233,-,79,55,6.89,0.61,10.5,1.3,,1923.8,2393.6
4,15,18.996,0.153,-,79,33,9.3,0.42,23.5,2.4,,1915.0,3447.7
4,15,19.261,0.191,-,80,24,53.03,0.48,17.7,2.0,,1934.5,964.8
4,15,19.266,0.133,-,79,46,41.14,0.35,34.0,3.0,,1919.6,2798.2
4,15,19.323,0.231,-,79,43,50.35,0.62,10.2,1.3,,1918.4,2934.8
4,15,19.436,0.166,-,80,26,7.38,0.42,24.0,2.4,,1934.6,905.3
4,15,19.449,0.158,-,79,48,33.95,0.42,23.5,2.3,,1920.0,2708.0
4,15,19.5,0.186,-,80,14,37.61,0.48,17.9,1.9,,1930.0,1457.1
4,15,19.538,0.178,-,80,19,34.58,0.45,20.1,2.1,,1931.9,1219.5
4,15,19.653,0.137,-,79,53,26.06,0.36,32.6,2.9,,1921.5,2474.3
4,15,19.655,0.179,-,79,31,8.13,0.49,16.9,2.0,,1912.8,3544.6
4,15,19.844,0.105,-,80,26,54.96,0.26,66.0,4.6,,1934.1,867.2
4,15,19.931,0.066,-,80,8,13.51,0.17,140.3,6.5,,1926.6,1764.3
4,15,19.997,0.236,-,80,13,31.8,0.6,10.8,1.4,,1928.6,1509.7
4,15,20.212,0.117,-,79,45,21.68,0.31,44.7,3.5,,1917.1,2861.8
4,15,20.227,0.137,-,80,19,0.77,0.34,35.4,3.0,,1930.3,1246.5
4,15,20.337,0.19,-,80,24,7.15,0.48,17.7,2.0,,1932.0,1001.5
4,15,20.404,0.1,-,80,1,45.82,0.26,67.2,4.6,,1923.1,2074.5
4,15,20.494,0.224,-,80,11,20.17,0.57,12.0,1.4,,1926.7,1615.0
4,15,20.503,0.112,-,79,52,13.22,0.3,51.6,3.9,,1919.2,2532.5
4,15,20.542,0.139,-,79,47,1.52,0.37,30.9,2.8,,1917.1,2781.9
4,15,20.667,0.169,-,80,16,53.41,0.43,22.5,2.2,,1928.5,1348.4
4,15,20.77,0.21,-,79,27,2.32,0.57,11.9,1.7,,1908.7,3741.2
4,15,20.772,0.173,-,80,2,47.31,0.45,20.1,2.0,,1922.8,2025.3
4,15,20.8,0.189,-,80,16,11.41,0.48,17.5,1.9,,1928.0,1382.0
4,15,20.854,0.18,-,80,33,9.74,0.45,20.5,2.3,,1934.6,567.4
4,15,20.871,0.14,-,79,46,20.37,0.37,29.8,2.7,,1916.1,2814.8
4,15,20.877,0.12,-,79,28,0.62,0.33,39.5,3.4,,1908.9,3694.5
4,15,20.877,0.215,-,80,3,3.4,0.56,12.6,1.5,,1922.7,2012.4
4,15,20.882,0.103,-,79,57,38.79,0.27,62.7,4.4,,1920.5,2272.1
4,15,20.942,0.22,-,80,4,19.34,0.57,12.1,1.4,,1923.0,1951.7
4,15,20.963,0.198,-,80,17,31.47,0.5,15.9,1.8,,1928.2,1318.0
4,15,21.014,0.136,-,80,29,20.18,0.33,38.1,3.3,,1932.7,751.0
4,15,21.171,0.119,-,80,15,42.21,0.3,48.5,3.8,,1927.0,1405.4
4,15,21.228,0.232,-,80,33,58.96,0.57,12.1,1.7,,1934.2,528.0
4,15,21.442,0.117,-,79,44,45.54,0.31,44.9,3.6,,1914.3,2890.6
4,15,21.592,0.232,-,79,47,32.6,0.62,10.2,1.3,,1915.0,2757.0
4,15,21.681,0.074,-,80,9,50.42,0.19,116.7,5.9,,1923.7,1686.8
4,15,21.73,0.233,-,79,53,6.9,0.61,10.3,1.3,,1917.0,2489.6
4,15,21.96,0.181,-,80,9,26.35,0.47,18.5,1.9,,1923.0,1706.0
4,15,22.007,0.123,-,79,29,23.62,0.34,37.5,3.2,,1906.9,3628.1
4,15,22.295,0.185,-,79,53,54.15,0.49,16.8,1.8,,1916.1,2451.8
4,15,22.318,0.144,-,79,31,59.27,0.39,27.0,2.6,,1907.3,3503.6
4,15,22.471,0.112,-,79,51,23.32,0.3,50.8,3.8,,1914.7,2572.4
4,15,22.481,0.238,-,80,24,0.27,0.59,11.0,1.4,,1927.7,1006.9
4,15,22.562,0.174,-,79,29,4.14,0.48,17.7,2.0,,1905.6,3643.7
4,15,22.578,0.133,-,79,30,19.18,0.36,31.8,2.9,,1906.1,3583.7
4,15,22.592,0.111,-,79,45,50.24,0.3,50.5,3.8,,1912.2,2838.9
4,15,22.823,0.154,-,79,50,5.04,0.41,24.6,2.4,,1913.4,2635.0
4,15,22.972,0.129,-,80,31,58.09,0.32,42.5,3.5,,1929.9,624.7
4,15,23.127,0.132,-,79,34,51.95,0.36,33.2,3.0,,1906.7,3365.5
4,15,23.135,0.241,-,80,25,13.33,0.6,10.9,1.5,,1926.9,948.5
4,15,23.181,0.172,-,79,33,45.12,0.47,18.5,2.0,,1906.1,3418.9
4,15,23.208,0.185,-,80,22,14.12,0.47,18.7,2.0,,1925.5,1091.8
4,15,23.239,0.139,-,80,1,22.15,0.36,32.3,2.8,,1917.1,2093.4
4,15,23.27,0.191,-,80,18,40.08,0.49,17.3,1.9,,1924.0,1263.0
4,15,23.354,0.212,-,80,12,4.78,0.54,13.4,1.5,,1921.2,1579.3
4,15,23.389,0.226,-,80,16,21.01,0.57,12.0,1.5,,1922.8,1374.3
4,15,23.392,0.113,-,79,40,42.04,0.3,47.7,3.7,,1908.5,3085.4
4,15,23.711,0.223,-,80,27,16.67,0.55,12.7,1.6,,1926.6,849.8
4,15,23.805,0.228,-,80,13,53.46,0.58,11.7,1.4,,1921.0,1492.3
4,15,23.817,0.176,-,80,13,17.91,0.45,20.0,2.0,,1920.7,1520.8
4,15,23.846,0.23,-,80,16,48.6,0.58,11.6,1.4,,1922.1,1352.2
4,15,23.855,0.196,-,79,37,54.79,0.52,14.2,1.7,,1906.3,3219.2
4,15,23.867,0.221,-,80,15,33.5,0.56,12.5,1.5,,1921.5,1412.3
4,15,23.868,0.103,-,79,46,30.84,0.28,59.2,4.2,,1909.8,2806.4
4,15,23.88,0.176,-,80,19,19.38,0.45,20.7,2.1,,1923.0,1231.6
4,15,24.158,0.185,-,79,56,28.81,0.49,17.0,1.8,,1913.2,2328.0
4,15,24.186,0.197,-,80,8,53.78,0.5,15.6,1.7,,1918.2,1732.1
4,15,24.262,0.18,-,79,59,31.17,0.47,18.3,1.9,,1914.2,2182.1
4,15,24.416,0.19,-,80,22,3.88,0.48,17.6,1.9,,1923.0,1100.0
4,15,24.427,0.226,-,80,3,34.75,0.58,11.5,1.4,,1915.5,1987.3
4,15,24.499,0.223,-,80,18,4.87,0.56,12.4,1.5,,1921.3,1291.2
4,15,24.507,0.064,-,80,34,11.65,0.16,168.5,7.3,,1927.8,517.8
4,15,24.663,0.126,-,80,25,28.78,0.31,44.1,3.5,,1923.9,936.1
4,15,24.736,0.134,-,79,48,58.22,0.35,33.6,2.9,,1908.9,2688.5
4,15,24.744,0.197,-,79,27,23.75,0.54,13.6,1.8,,1900.1,3724.0
4,15,24.889,0.187,-,80,12,27.79,0.48,17.5,1.9,,1918.2,1560.8
4,15,25.045,0.189,-,80,17,35.66,0.48,17.5,1.9,,1920.0,1314.5
4,15,25.051,0.251,-,80,33,49.4,0.62,10.2,1.6,,1926.6,535.6
4,15,25.264,0.139,-,80,25,53.61,0.34,35.8,3.1,,1922.9,916.2
4,15,25.361,0.228,-,80,2,46.8,0.59,11.2,1.4,,1913.2,2025.6
4,15,25.366,0.189,-,79,50,25.77,0.49,16.1,1.8,,1908.2,2618.4
4,15,25.426,0.143,-,79,32,25.78,0.39,27.2,2.6,,1900.7,3482.4
4,15,25.493,0.23,-,80,12,16.3,0.58,11.4,1.4,,1916.9,1570.0
4,15,25.5,0.23,-,80,10,42.54,0.59,11.3,1.4,,1916.2,1645.0
4,15,25.578,0.153,-,79,30,31.46,0.42,23.3,2.4,,1899.6,3573.8
4,15,25.67,0.172,-,80,20,44.13,0.43,21.8,2.2,,1920.0,1163.8
4,15,25.75,0.144,-,79,44,9.57,0.39,27.8,2.6,,1904.8,2919.3
4,15,25.782,0.131,-,80,32,36.04,0.32,41.2,3.5,,1924.6,594.3
4,15,25.875,0.167,-,79,55,27.64,0.44,21.0,2.1,,1909.2,2376.9
4,15,25.912,0.184,-,80,19,54.06,0.47,18.6,2.0,,1919.1,1203.8
4,15,25.919,0.218,-,79,46,24.08,0.58,11.7,1.4,,1905.4,2811.7
4,15,25.934,0.202,-,79,56,20.94,0.53,14.1,1.6,,1909.4,2334.3
4,15,25.984,0.078,-,79,52,14.22,0.21,101.2,5.6,,1907.6,2531.6
4,15,25.993,0.2,-,80,22,28.79,0.5,15.8,1.8,,1920.0,1080.0
4,15,26.042,0.103,-,80,17,4.47,0.26,65.7,4.5,,1917.7,1339.5
4,15,26.048,0.121,-,80,1,49.32,0.31,43.7,3.5,,1911.4,2071.6
4,15,26.174,0.205,-,80,27,27.71,0.51,15.3,1.8,,1921.7,840.9
4,15,26.206,0.159,-,79,32,38.45,0.44,21.6,2.2,,1899.1,3472.2
4,15,26.216,0.227,-,79,58,10.77,0.59,11.1,1.3,,1909.6,2246.4
4,15,26.217,0.158,-,79,34,11.8,0.43,21.9,2.3,,1899.7,3397.5
4,15,26.277,0.177,-,79,30,51.98,0.49,17.3,2.0,,1898.2,3557.4
4,15,26.335,0.229,-,80,0,49.53,0.59,11.1,1.3,,1910.4,2119.4
4,15,26.43,0.18,-,79,51,51.58,0.48,17.8,1.9,,1906.5,2549.7
4,15,26.435,0.17,-,80,33,31.11,0.42,23.3,2.5,,1923.7,550.2
4,15,26.446,0.124,-,80,28,52.71,0.3,46.7,3.7,,1921.8,772.9
4,15,26.459,0.227,-,80,12,38.84,0.58,11.7,1.4,,1915.0,1552.0
4,15,26.51,0.239,-,80,1,33.58,0.62,10.2,1.3,,1910.4,2084.2
4,15,26.587,0.219,-,79,53,37.89,0.57,11.9,1.4,,1906.9,2464.7
4,15,26.684,0.24,-,80,21,2.22,0.6,10.7,1.4,,1918.1,1149.3
4,15,26.715,0.138,-,80,13,43.92,0.35,34.0,3.0,,1915.0,1499.9
4,15,26.89,0.155,-,79,34,51.3,0.43,22.8,2.3,,1898.5,3365.9
4,15,26.936,0.061,-,80,7,58.74,0.16,170.1,7.3,,1912.1,1776.0
4,15,27.007,0.149,-,80,15,31.36,0.38,29.4,2.7,,1915.1,1414.0
4,15,27.117,0.128,-,79,43,30.07,0.34,36.6,3.1,,1901.6,2950.9
4,15,27.137,0.236,-,80,6,42.75,0.61,10.6,1.3,,1911.2,1836.8
4,15,27.202,0.123,-,80,31,23.16,0.3,48.0,3.8,,1921.3,652.6
4,15,27.229,0.166,-,79,39,31.51,0.45,20.1,2.1,,1899.7,3141.8
4,15,27.334,0.152,-,80,3,14.66,0.4,26.6,2.5,,1909.4,2003.3
4,15,27.474,0.21,-,80,18,35.48,0.53,14.0,1.6,,1915.5,1266.7
4,15,27.585,0.154,-,80,17,14.86,0.39,27.4,2.6,,1914.7,1331.1
4,15,27.607,0.116,-,79,46,30.51,0.31,45.5,3.6,,1901.8,2806.6
4,15,27.621,0.215,-,80,26,7.41,0.53,13.7,1.7,,1918.3,905.1
4,15,27.655,0.169,-,79,43,18.09,0.46,19.8,2.0,,1900.4,2960.5
4,15,27.703,0.093,-,79,37,12.97,0.25,71.1,4.8,,1897.7,3252.6
4,15,27.837,0.25,-,80,24,20.74,0.62,10.0,1.4,,1917.1,990.5
4,15,27.856,0.129,-,79,53,23.41,0.34,36.7,3.1,,1904.2,2476.3
4,15,27.873,0.162,-,79,48,39.27,0.43,21.9,2.2,,1902.1,2703.6
4,15,27.984,0.08,-,79,35,23.08,0.22,92.5,5.4,,1896.4,3340.5
4,15,27.99,0.22,-,79,28,39.22,0.6,10.7,1.5,,1893.5,3663.5
4,15,28.05,0.107,-,79,50,26.4,0.29,55.7,4.1,,1902.5,2617.9
4,15,28.067,0.134,-,79,47,57.52,0.35,33.5,2.9,,1901.4,2737.0
4,15,28.11,0.138,-,80,9,27.14,0.35,33.9,2.9,,1910.3,1705.3
4,15,28.249,0.21,-,80,25,32.47,0.52,14.5,1.7,,1916.8,933.1
4,15,28.359,0.206,-,79,41,26.01,0.55,12.9,1.5,,1898.1,3050.1
4,15,28.369,0.083,-,79,29,43.76,0.22,86.2,5.3,,1893.2,3611.9
4,15,28.489,0.085,-,80,33,8.68,0.21,97.1,5.6,,1919.5,568.1
4,15,28.496,0.112,-,80,15,6.01,0.29,56.1,4.1,,1911.9,1434.2
4,15,28.599,0.229,-,80,19,36.53,0.57,11.8,1.5,,1913.6,1217.8
4,15,28.663,0.138,-,79,45,13.13,0.37,31.0,2.8,,1899.0,2868.4
4,15,28.717,0.167,-,79,46,14.5,0.45,20.3,2.1,,1899.3,2819.4
4,15,28.739,0.087,-,80,14,30.09,0.22,90.0,5.3,,1911.2,1462.9
4,15,28.893,0.226,-,80,10,38.7,0.57,11.8,1.4,,1909.2,1648.0
4,15,29.0,0.211,-,80,34,12.56,0.51,14.7,1.9,,1919.0,517.0
4,15,29.145,0.064,-,80,16,4.67,0.16,158.6,7.0,,1911.0,1387.3
4,15,29.152,0.149,-,80,32,21.66,0.37,31.0,2.9,,1917.9,605.7
4,15,29.162,0.21,-,80,20,35.68,0.53,14.1,1.6,,1912.9,1170.5
4,15,29.174,0.058,-,79,38,18.59,0.16,172.6,7.4,,1895.0,3200.0
4,15,29.243,0.124,-,79,46,21.25,0.33,40.3,3.3,,1898.3,2813.9
4,15,29.26,0.237,-,80,31,49.58,0.58,11.5,1.6,,1917.4,631.4
4,15,29.44,0.147,-,79,57,25.49,0.39,28.0,2.6,,1902.5,2282.6
4,15,29.442,0.234,-,80,24,29.95,0.58,11.4,1.5,,1914.0,983.1
4,15,29.457,0.14,-,80,3,0.5,0.36,31.9,2.8,,1904.9,2014.6
4,15,29.517,0.19,-,80,11,44.99,0.49,17.0,1.8,,1908.4,1595.0
4,15,29.76,0.125,-,80,31,13.21,0.3,46.6,3.7,,1916.2,660.5
4,15,29.777,0.055,-,79,58,41.5,0.14,220.8,8.8,,1902.4,2221.8
4,15,29.854,0.134,-,79,52,40.92,0.35,34.3,3.0,,1899.6,2510.2
4,15,29.972,0.122,-,80,12,30.61,0.31,44.8,3.5,,1907.8,1558.5
4,15,30.021,0.135,-,79,36,40.57,0.37,31.3,2.8,,1892.5,3278.4
4,15,30.117,0.229,-,79,48,17.27,0.6,10.6,1.3,,1897.2,2721.1
4,15,30.154,0.147,-,79,29,6.2,0.4,25.5,2.5,,1889.0,3641.9
4,15,30.169,0.193,-,79,50,14.97,0.51,15.2,1.7,,1897.9,2627.0
4,15,30.176,0.217,-,79,49,12.56,0.57,11.9,1.4,,1897.5,2676.9
4,15,30.242,0.114,-,80,5,46.1,0.3,51.6,3.9,,1904.4,1882.1
4,15,30.286,0.22,-,80,2,40.92,0.57,12.1,1.4,,1903.0,2030.2
4,15,30.391,0.171,-,79,32,35.82,0.47,18.6,2.0,,1890.0,3474.2
4,15,30.412,0.187,-,80,10,26.31,0.48,17.4,1.9,,1906.0,1657.9
4,15,30.412,0.188,-,79,31,39.47,0.51,15.1,1.8,,1889.5,3519.3
4,15,30.432,0.175,-,79,43,6.01,0.47,18.3,2.0,,1894.3,2970.1
4,15,30.469,0.237,-,80,21,0.99,0.59,11.0,1.4,,1910.4,1150.2
4,15,30.543,0.165,-,80,15,46.32,0.42,23.3,2.3,,1908.0,1401.9
4,15,30.624,0.148,-,80,7,26.29,0.38,28.9,2.6,,1904.3,1801.9
4,15,30.651,0.211,-,79,55,14.59,0.55,12.9,1.5,,1899.1,2387.3
4,15,30.694,0.085,-,79,37,20.23,0.22,84.7,5.2,,1891.3,3246.7
4,15,30.808,0.181,-,79,40,35.08,0.49,16.9,1.9,,1892.5,3090.8
4,15,30.85,0.2,-,80,18,19.0,0.5,15.6,1.8,,1908.5,1279.8
4,15,30.856,0.223,-,79,37,27.9,0.6,10.7,1.4,,1891.0,3240.6
4,15,31.106,0.088,-,79,27,31.16,0.24,77.9,5.0,,1886.2,3717.9
4,15,31.113,0.166,-,80,0,1.27,0.43,21.9,2.2,,1900.1,2157.9
4,15,31.158,0.064,-,79,46,43.2,0.17,144.0,6.6,,1894.3,2796.3
4,15,31.289,0.117,-,79,28,53.67,0.31,42.8,3.5,,1886.4,3651.9
4,15,31.303,0.179,-,80,3,10.38,0.47,18.7,1.9,,1901.1,2006.6
4,15,31.31,0.155,-,79,38,7.47,0.42,23.6,2.3,,1890.3,3208.9
4,15,31.47,0.183,-,79,51,49.57,0.49,17.2,1.8,,1895.9,2551.3
4,15,31.61,0.243,-,80,22,46.43,0.61,10.6,1.4,,1908.9,1065.8
4,15,31.702,0.233,-,80,33,27.7,0.57,11.9,1.7,,1913.3,552.9
4,15,32.131,0.134,-,80,5,37.57,0.35,35.3,3.0,,1900.4,1888.9
4,15,32.258,0.172,-,79,54,55.87,0.46,19.7,2.0,,1895.6,2402.2
4,15,32.34,0.119,-,79,30,36.08,0.32,40.8,3.4,,1884.9,3570.0
4,15,32.397,0.142,-,79,38,53.96,0.38,28.3,2.6,,1888.3,3171.7
4,15,32.456,0.195,-,80,33,37.62,0.49,17.3,2.1,,1911.9,544.9
4,15,32.534,0.192,-,80,1,52.59,0.49,16.1,1.8,,1898.0,2068.8
4,15,32.546,0.132,-,79,29,13.22,0.36,32.3,3.0,,1883.8,3636.3
4,15,32.591,0.214,-,80,3,48.09,0.55,12.9,1.5,,1898.7,1976.4
4,15,32.652,0.174,-,80,4,15.55,0.45,19.9,2.0,,1898.8,1954.5
4,15,32.678,0.143,-,79,53,15.23,0.38,29.4,2.7,,1893.9,2482.7
4,15,32.773,0.078,-,80,8,16.86,0.2,104.6,5.7,,1900.3,1761.4
4,15,32.783,0.149,-,79,45,17.35,0.4,26.3,2.5,,1890.3,2865.0
4,15,32.842,0.128,-,79,41,38.97,0.34,35.9,3.1,,1888.6,3039.7
4,15,32.918,0.186,-,80,12,49.09,0.48,17.8,1.9,,1901.9,1543.7
4,15,32.955,0.097,-,80,24,41.23,0.24,76.6,4.9,,1907.0,974.0
4,15,33.077,0.062,-,80,13,29.6,0.16,164.1,7.2,,1901.9,1511.2
4,15,33.081,0.1,-,79,53,46.81,0.26,65.8,4.5,,1893.3,2457.4
4,15,33.146,0.233,-,80,29,55.19,0.57,11.7,1.6,,1908.9,722.8
4,15,33.249,0.096,-,79,34,34.58,0.26,67.3,4.6,,1884.6,3379.2
4,15,33.284,0.113,-,79,35,24.29,0.3,47.2,3.7,,1884.9,3339.4
4,15,33.314,0.092,-,80,21,40.89,0.23,82.4,5.1,,1905.0,1118.2
4,15,33.368,0.15,-,80,9,3.98,0.39,27.9,2.6,,1899.4,1723.7
4,15,33.379,0.192,-,80,4,38.79,0.49,16.2,1.8,,1897.4,1935.9
4,15,33.436,0.204,-,80,12,39.63,0.52,14.6,1.6,,1900.8,1551.2
4,15,33.459,0.18,-,80,22,2.4,0.46,19.8,2.1,,1904.9,1101.0
4,15,33.472,0.107,-,79,32,7.21,0.29,53.2,4.0,,1883.0,3497.1
4,15,33.57,0.114,-,79,46,49.72,0.3,47.4,3.7,,1889.3,2791.1
4,15,33.601,0.225,-,80,2,41.62,0.58,11.6,1.4,,1896.1,2029.6
4,15,33.641,0.208,-,79,32,20.39,0.56,12.2,1.6,,1882.8,3486.5
4,15,33.755,0.171,-,79,57,20.61,0.45,20.2,2.0,,1893.5,2286.4
4,15,33.973,0.157,-,79,34,5.32,0.43,22.3,2.3,,1882.8,3402.6
4,15,33.997,0.214,-,79,30,58.86,0.58,11.6,1.6,,1881.4,3551.7
4,15,34.079,0.2,-,79,59,21.49,0.52,14.6,1.6,,1893.7,2189.7
4,15,34.094,0.106,-,80,10,8.54,0.27,61.1,4.3,,1898.4,1672.1
4,15,34.117,0.231,-,80,28,24.19,0.57,11.9,1.6,,1906.3,795.6
4,15,34.123,0.209,-,80,22,54.38,0.52,14.5,1.7,,1903.9,1059.4
4,15,34.198,0.113,-,80,21,12.01,0.29,55.5,4.1,,1903.0,1141.3
4,15,34.226,0.048,-,79,43,3.02,0.13,369.1,13.5,,1886.2,2972.4
4,15,34.242,0.095,-,80,29,25.21,0.23,80.5,5.1,,1906.5,746.8
4,15,34.428,0.161,-,80,4,57.38,0.42,23.8,2.3,,1895.4,1921.0
4,15,34.431,0.197,-,79,44,54.41,0.52,14.3,1.6,,1886.6,2883.3
4,15,34.459,0.17,-,80,23,20.68,0.43,22.6,2.3,,1903.4,1038.4
4,15,34.501,0.221,-,79,39,36.86,0.59,11.1,1.4,,1884.1,3137.3
4,15,34.561,0.174,-,79,47,22.45,0.47,18.7,2.0,,1887.4,2764.9
4,15,34.598,0.127,-,79,28,58.65,0.34,35.4,3.1,,1879.2,3647.9
4,15,34.611,0.191,-,79,41,3.24,0.51,15.1,1.7,,1884.5,3068.2
4,15,34.643,0.171,-,79,47,7.31,0.46,19.5,2.0,,1887.1,2777.0
4,15,34.72,0.078,-,80,22,32.8,0.19,111.5,5.8,,1902.6,1076.7
4,15,34.806,0.096,-,79,30,29.87,0.26,66.9,4.6,,1879.4,3574.9
4,15,34.898,0.115,-,79,28,49.11,0.31,44.5,3.6,,1878.5,3655.5
4,15,34.985,0.103,-,80,24,28.51,0.26,68.2,4.7,,1902.9,984.1
4,15,34.993,0.116,-,80,13,58.21,0.3,51.2,3.9,,1898.2,1488.3
4,15,34.993,0.121,-,80,15,24.64,0.3,46.7,3.7,,1898.9,1419.2
4,15,35.004,0.225,-,80,15,44.86,0.57,12.1,1.5,,1899.0,1403.0
4,15,35.042,0.241,-,80,28,58.87,0.59,11.0,1.5,,1904.8,767.8
4,15,35.117,0.201,-,80,7,51.16,0.51,14.8,1.7,,1895.3,1781.9
4,15,35.37,0.196,-,79,49,39.0,0.51,14.7,1.6,,1886.7,2655.6
4,15,35.447,0.187,-,79,43,12.6,0.5,15.9,1.8,,1883.7,2964.7
4,15,35.457,0.166,-,79,48,0.6,0.45,20.8,2.1,,1885.8,2734.3
4,15,35.458,0.073,-,80,2,23.4,0.18,117.7,6.0,,1892.1,2044.1
4,15,35.469,0.116,-,80,21,49.87,0.29,52.7,4.0,,1900.7,1111.0
4,15,35.523,0.205,-,79,53,29.81,0.54,13.5,1.5,,1888.1,2471.0
4,15,35.55,0.201,-,80,16,42.2,0.51,15.3,1.7,,1898.3,1357.1
4,15,35.559,0.242,-,80,20,1.31,0.61,10.5,1.4,,1899.8,1197.8
4,15,35.736,0.203,-,80,10,36.99,0.52,14.6,1.6,,1895.2,1649.3
4,15,35.811,0.103,-,80,33,52.22,0.25,69.8,4.8,,1905.4,533.2
4,15,35.848,0.187,-,80,23,38.02,0.47,18.4,2.0,,1900.8,1024.5
4,15,36.121,0.218,-,79,54,7.59,0.57,12.0,1.4,,1887.1,2440.8
4,15,36.232,0.114,-,79,59,5.25,0.3,50.2,3.8,,1889.1,2202.6
4,15,36.263,0.162,-,80,31,55.35,0.4,25.6,2.6,,1903.7,626.6
4,15,36.494,0.153,-,80,15,33.62,0.39,27.4,2.5,,1895.9,1412.0
4,15,36.531,0.19,-,80,6,27.46,0.49,16.8,1.8,,1891.7,1848.9
4,15,36.635,0.147,-,79,45,13.53,0.39,26.9,2.5,,1882.0,2868.0
4,15,36.68,0.199,-,79,40,3.32,0.53,13.7,1.6,,1879.6,3116.1
4,15,36.841,0.082,-,79,42,43.72,0.22,89.9,5.3,,1880.5,2987.8
4,15,36.885,0.234,-,80,24,57.53,0.58,11.4,1.5,,1899.3,960.9
4,15,36.942,0.149,-,79,46,31.15,0.4,26.2,2.5,,1881.9,2805.9
4,15,36.975,0.163,-,80,19,19.58,0.41,24.3,2.4,,1896.6,1231.2
4,15,37.056,0.222,-,80,22,47.33,0.55,12.7,1.6,,1898.0,1065.0
4,15,37.254,0.204,-,79,55,19.39,0.53,13.7,1.6,,1885.2,2383.3
4,15,37.256,0.102,-,79,33,50.94,0.28,58.0,4.2,,1875.6,3414.0
4,15,37.447,0.074,-,79,42,11.57,0.2,107.1,5.7,,1878.9,3013.5
4,15,37.804,0.134,-,80,25,44.31,0.33,38.8,3.3,,1897.8,923.4
4,15,37.819,0.088,-,80,1,1.86,0.22,84.9,5.2,,1886.6,2109.3
4,15,37.871,0.092,-,80,13,40.26,0.23,81.3,5.1,,1892.2,1502.6
4,15,37.919,0.137,-,79,40,27.55,0.37,30.6,2.8,,1877.1,3096.7
4,15,37.994,0.075,-,79,43,31.74,0.2,105.4,5.7,,1878.3,2949.4
4,15,37.994,0.125,-,79,49,41.65,0.33,40.0,3.3,,1881.1,2653.5
4,15,38.006,0.071,-,80,21,33.5,0.18,130.2,6.3,,1895.5,1124.1
4,15,38.016,0.171,-,79,38,16.48,0.47,18.8,2.0,,1875.9,3201.6
4,15,38.021,0.122,-,79,46,49.49,0.32,41.5,3.4,,1879.8,2791.2
4,15,38.039,0.127,-,79,32,33.93,0.34,35.5,3.1,,1873.3,3475.6
4,15,38.049,0.049,-,79,26,17.83,0.13,271.4,10.4,,1870.4,3776.4
4,15,38.064,0.197,-,79,30,12.5,0.54,13.6,1.7,,1872.2,3588.7
4,15,38.108,0.044,-,79,26,24.68,0.12,960.0,34.2,,1870.4,3771.0
4,15,38.213,0.178,-,80,2,43.55,0.46,19.0,2.0,,1886.6,2028.0
