RAh,RAm,RAs,eRA,DE-,DEd,DEm,DEs,eDE,S1.266,e_S1.266,Group,PixX,PixY
4,0,9.342,0.124,-,80,1,33.88,0.32,41.9,3.5,,3815.7,2037.7
4,0,14.104,0.21,-,80,3,18.21,0.54,13.4,1.8,,3801.1,1955.0
4,0,14.831,0.116,-,80,4,56.03,0.3,49.0,3.9,,3795.1,1876.9
4,0,16.101,0.141,-,79,57,13.2,0.37,31.2,2.9,,3813.5,2246.7
4,0,16.169,0.145,-,80,4,39.02,0.37,29.7,2.8,,3793.1,1890.7
4,0,16.965,0.19,-,79,56,44.97,0.49,16.1,2.0,,3812.9,2269.4
4,0,17.447,0.173,-,80,1,3.4,0.45,20.0,2.2,,3800.2,2063.0
4,0,17.506,0.146,-,80,4,3.8,0.38,29.4,2.8,,3792.0,1918.9
4,0,17.749,0.18,-,79,59,14.76,0.47,18.2,2.1,,3804.5,2149.8
4,0,18.516,0.145,-,79,59,49.35,0.38,29.6,2.8,,3801.4,2122.3
4,0,19.149,0.192,-,79,59,28.74,0.5,15.9,2.0,,3801.0,2138.8
4,0,19.189,0.068,-,79,59,42.3,0.18,130.7,6.4,,3800.3,2128.0
4,0,19.864,0.163,-,80,3,24.73,0.42,23.2,2.5,,3788.9,1950.4
4,0,20.476,0.056,-,80,4,15.83,0.14,205.2,8.4,,3785.3,1909.7
4,0,20.502,0.09,-,79,57,15.34,0.23,80.5,5.1,,3804.2,2245.5
4,0,21.338,0.168,-,80,0,6.03,0.44,21.0,2.3,,3794.7,2109.3
4,0,21.49,0.233,-,79,58,46.29,0.61,10.6,1.6,,3798.0,2173.0
4,0,21.976,0.201,-,80,2,6.68,0.52,14.6,1.9,,3788.0,2013.0
4,0,22.775,0.206,-,80,4,9.61,0.53,13.8,1.8,,3780.8,1914.9
4,0,22.859,0.236,-,79,59,55.36,0.61,10.3,1.6,,3792.1,2118.0
4,0,22.975,0.185,-,79,58,23.93,0.49,17.2,2.1,,3795.9,2191.0
4,0,22.997,0.113,-,79,59,11.85,0.3,51.7,4.0,,3793.7,2152.8
4,0,23.002,0.059,-,79,55,22.46,0.16,178.1,7.6,,3804.0,2336.0
4,0,23.006,0.175,-,79,54,59.92,0.46,19.0,2.2,,3805.0,2354.0
4,0,23.223,0.203,-,79,55,35.5,0.53,13.9,1.8,,3803.0,2325.6
4,0,23.695,0.128,-,80,5,23.82,0.33,39.4,3.4,,3775.6,1855.7
4,0,25.067,0.173,-,79,54,52.71,0.46,19.5,2.2,,3801.0,2360.0
4,0,25.452,0.212,-,80,1,3.99,0.55,13.0,1.8,,3783.6,2063.5
4,0,25.524,0.207,-,80,0,47.47,0.54,13.6,1.8,,3784.2,2076.7
4,0,25.59,0.191,-,80,7,15.78,0.49,16.5,2.0,,3766.7,1766.5
4,0,25.758,0.086,-,79,58,14.89,0.22,86.7,5.3,,3790.5,2198.6
4,0,25.862,0.213,-,79,54,37.81,0.56,12.5,1.8,,3800.0,2372.0
4,0,26.032,0.138,-,80,4,48.52,0.36,33.1,3.0,,3772.4,1884.2
4,0,26.599,0.169,-,79,54,47.93,0.45,20.4,2.3,,3798.0,2364.0
4,0,26.851,0.226,-,80,6,29.18,0.58,11.6,1.7,,3766.2,1803.9
4,0,27.303,0.119,-,80,7,53.61,0.3,47.8,3.8,,3761.5,1736.5
4,0,27.459,0.158,-,80,6,14.54,0.41,24.7,2.5,,3765.6,1815.7
4,0,27.475,0.118,-,80,7,36.09,0.3,48.0,3.8,,3761.9,1750.5
4,0,28.652,0.1,-,80,2,43.63,0.26,66.7,4.7,,3772.5,1984.3
4,0,29.194,0.124,-,80,3,14.48,0.32,42.4,3.5,,3770.0,1959.7
4,0,29.871,0.211,-,80,0,37.52,0.55,13.1,1.8,,3775.6,2085.1
4,0,30.507,0.199,-,79,55,41.27,0.52,14.5,1.9,,3787.4,2321.9
4,0,30.913,0.077,-,80,2,51.11,0.2,107.3,5.8,,3767.5,1978.6
4,0,31.88,0.201,-,80,8,34.69,0.51,14.9,1.9,,3750.2,1704.2
4,0,32.267,0.179,-,80,4,42.34,0.47,18.9,2.2,,3759.8,1889.9
4,0,32.791,0.176,-,80,0,53.18,0.46,19.3,2.2,,3768.8,2073.0
4,0,32.95,0.107,-,80,3,13.93,0.28,57.9,4.3,,3762.3,1960.6
4,0,33.313,0.136,-,79,58,12.18,0.35,33.5,3.0,,3774.9,2201.6
4,0,33.786,0.157,-,80,1,6.32,0.41,24.7,2.5,,3766.2,2062.6
4,0,33.804,0.178,-,80,4,8.44,0.47,18.9,2.2,,3758.1,1917.1
4,0,34.736,0.128,-,80,5,7.15,0.33,39.6,3.4,,3753.6,1870.3
4,0,35.044,0.084,-,80,1,49.13,0.22,91.5,5.4,,3761.7,2028.5
4,0,35.499,0.125,-,80,3,0.53,0.32,41.4,3.5,,3757.6,1971.6
4,0,35.847,0.208,-,79,52,43.6,0.55,13.1,1.8,,3784.1,2464.4
4,0,35.889,0.142,-,79,53,54.92,0.38,29.6,2.8,,3780.8,2407.4
4,0,35.959,0.136,-,79,55,43.95,0.36,33.2,3.0,,3775.9,2320.3
4,0,36.355,0.146,-,79,51,59.81,0.39,28.0,2.8,,3784.9,2499.4
4,0,36.4,0.169,-,80,0,48.25,0.44,20.9,2.3,,3761.5,2077.3
4,0,36.587,0.141,-,79,55,11.37,0.37,30.7,2.9,,3776.0,2346.4
4,0,37.239,0.123,-,80,1,56.77,0.31,42.8,3.5,,3756.8,2022.7
4,0,38.264,0.209,-,80,5,55.02,0.53,13.6,1.8,,3744.2,1832.5
4,0,38.718,0.183,-,79,57,58.06,0.48,17.6,2.1,,3764.2,2213.5
4,0,38.751,0.092,-,80,4,5.51,0.23,79.7,5.1,,3748.0,1920.0
4,0,39.161,0.188,-,79,55,25.77,0.49,16.5,2.0,,3770.0,2335.2
4,0,39.193,0.216,-,80,3,1.77,0.56,12.5,1.7,,3749.9,1971.0
4,0,39.322,0.121,-,80,5,1.81,0.31,44.4,3.6,,3744.3,1875.1
4,0,39.336,0.231,-,79,52,35.8,0.61,10.6,1.6,,3777.1,2471.0
4,0,39.641,0.183,-,79,57,34.36,0.48,17.6,2.1,,3763.3,2232.6
4,0,40.04,0.16,-,80,2,11.64,0.42,23.6,2.5,,3750.3,2011.1
4,0,40.354,0.169,-,80,5,28.93,0.44,21.6,2.3,,3741.0,1853.6
4,0,40.905,0.194,-,80,10,1.88,0.49,16.2,2.0,,3727.9,1635.6
4,0,41.066,0.136,-,79,56,22.82,0.36,33.2,3.0,,3763.5,2289.9
4,0,41.125,0.204,-,80,5,7.74,0.52,14.3,1.8,,3740.4,1870.6
4,0,41.782,0.156,-,80,9,11.94,0.4,25.6,2.6,,3728.3,1675.6
4,0,43.311,0.124,-,80,6,8.24,0.32,42.5,3.5,,3733.2,1822.5
4,0,43.466,0.183,-,79,59,15.88,0.48,17.7,2.1,,3750.9,2151.9
4,0,44.164,0.189,-,80,4,36.56,0.49,16.8,2.0,,3735.4,1895.8
4,0,44.34,0.142,-,79,56,41.57,0.37,30.2,2.9,,3755.8,2275.3
4,0,44.84,0.091,-,80,9,56.59,0.23,82.4,5.2,,3720.1,1640.3
4,0,44.894,0.168,-,80,7,40.85,0.43,21.8,2.3,,3725.9,1748.7
4,0,44.983,0.06,-,79,51,26.41,0.16,166.0,7.3,G01,3768.2,2527.1
4,0,45.448,0.161,-,79,54,36.11,0.42,23.0,2.4,,3759.0,2375.6
4,0,45.793,0.181,-,80,7,52.97,0.47,18.6,2.1,,3723.5,1739.1
4,0,46.191,0.185,-,80,1,33.22,0.48,17.4,2.0,,3739.2,2042.5
4,0,46.404,0.203,-,79,59,13.68,0.53,14.1,1.8,,3744.9,2154.0
4,0,47.042,0.047,-,79,51,31.44,0.12,551.2,19.8,G01,3763.6,2523.3
4,0,47.686,0.134,-,80,6,12.57,0.34,35.8,3.2,,3724.0,1819.5
4,0,47.942,0.177,-,80,11,23.78,0.46,19.6,2.2,,3710.0,1571.0
4,0,48.01,0.202,-,79,53,54.23,0.53,14.0,1.8,,3755.4,2409.4
4,0,48.421,0.168,-,79,56,8.69,0.45,20.8,2.3,,3748.7,2302.0
4,0,48.455,0.21,-,79,55,19.24,0.55,13.0,1.8,,3750.8,2341.5
4,0,48.628,0.128,-,80,0,7.92,0.33,38.9,3.3,,3737.9,2110.9
4,0,48.671,0.078,-,79,51,37.55,0.21,99.2,5.6,G01,3759.9,2518.6
4,0,49.001,0.171,-,79,55,35.58,0.45,20.1,2.2,,3748.9,2328.5
4,0,49.32,0.199,-,80,5,52.67,0.51,15.0,1.9,,3721.5,1835.6
4,0,50.135,0.199,-,80,2,11.77,0.51,14.8,1.9,,3729.4,2012.2
4,0,50.319,0.126,-,79,58,32.15,0.33,40.3,3.4,,3738.5,2187.6
4,0,50.901,0.126,-,80,8,10.03,0.32,41.5,3.5,,3712.3,1726.1
4,0,51.266,0.212,-,79,58,58.47,0.55,12.8,1.7,,3735.4,2166.7
4,0,51.334,0.185,-,79,50,10.95,0.49,16.6,2.0,,3758.1,2588.1
4,0,51.434,0.173,-,80,11,7.92,0.45,20.8,2.3,,3703.5,1584.0
4,0,51.682,0.187,-,79,56,27.38,0.49,16.8,2.0,,3741.1,2287.5
4,0,52.511,0.17,-,79,50,40.58,0.46,19.8,2.2,,3754.3,2564.6
4,0,52.552,0.194,-,79,57,24.9,0.5,15.6,1.9,,3736.8,2241.6
4,0,52.572,0.16,-,80,0,10.97,0.42,23.7,2.5,,3729.6,2108.9
4,0,52.796,0.201,-,80,1,39.95,0.52,14.5,1.8,,3725.2,2037.9
4,0,52.824,0.159,-,79,59,11.07,0.42,23.8,2.5,,3731.6,2156.8
4,0,52.832,0.152,-,80,0,52.71,0.4,26.2,2.6,,3727.2,2075.6
4,0,52.867,0.152,-,80,7,16.83,0.39,26.9,2.7,,3710.6,1768.8
4,0,53.073,0.129,-,80,9,35.83,0.33,39.3,3.4,,3704.1,1657.8
4,0,53.513,0.198,-,79,58,40.63,0.51,14.8,1.9,,3731.5,2181.2
4,0,53.677,0.124,-,79,52,33.19,0.32,40.6,3.4,,3747.0,2474.8
4,0,53.737,0.146,-,80,1,59.65,0.38,29.0,2.8,,3722.4,2022.3
4,0,53.798,0.209,-,80,2,44.45,0.54,13.4,1.8,,3720.4,1986.5
4,0,53.814,0.107,-,79,51,39.02,0.29,55.7,4.2,,3749.0,2518.0
4,0,53.859,0.223,-,80,4,21.94,0.57,11.8,1.6,,3716.1,1908.6
4,0,54.138,0.226,-,80,2,30.24,0.58,11.5,1.6,,3720.3,1997.9
4,0,54.316,0.232,-,80,8,33.39,0.59,11.0,1.6,,3704.3,1707.8
4,0,55.153,0.197,-,80,0,37.1,0.51,15.0,1.9,,3723.1,2088.4
4,0,55.348,0.134,-,80,5,36.97,0.34,35.4,3.1,,3709.8,1848.8
4,0,56.283,0.147,-,80,6,48.94,0.38,29.1,2.8,,3704.7,1791.4
4,0,56.351,0.218,-,80,3,18.85,0.56,12.3,1.7,,3713.6,1959.3
4,0,56.38,0.135,-,80,12,5.54,0.34,35.9,3.2,,3690.9,1538.5
4,0,56.834,0.21,-,79,49,24.12,0.55,12.8,1.8,,3748.4,2626.2
4,0,57.006,0.241,-,80,6,25.71,0.62,10.2,1.5,,3704.2,1810.1
4,0,57.453,0.048,-,80,3,53.92,0.12,584.8,20.9,,3709.8,1931.4
4,0,57.533,0.081,-,80,7,41.73,0.21,98.7,5.6,,3699.9,1749.4
4,0,57.942,0.227,-,80,10,39.65,0.58,11.6,1.7,,3691.4,1607.3
4,0,58.249,0.137,-,80,12,33.36,0.35,34.7,3.1,,3685.9,1516.5
4,0,58.379,0.199,-,79,50,54.5,0.52,14.2,1.9,,3741.3,2554.1
4,0,58.482,0.222,-,80,0,23.29,0.57,11.8,1.6,,3716.7,2099.8
4,0,58.499,0.078,-,80,7,58.57,0.2,105.5,5.8,,3697.2,1736.1
4,0,58.987,0.212,-,80,8,31.4,0.54,13.2,1.8,,3694.8,1709.9
4,1,1.158,0.114,-,80,12,49.92,0.29,52.7,4.1,,3679.3,1503.6
4,1,1.17,0.176,-,80,4,2.75,0.46,19.3,2.2,,3701.8,1924.7
4,1,1.17,0.05,-,80,4,51.95,0.13,375.0,13.7,,3699.7,1885.4
4,1,1.881,0.196,-,80,12,13.06,0.5,15.9,2.0,,3679.4,1533.1
4,1,1.892,0.083,-,80,8,23.43,0.22,94.0,5.5,,3689.2,1716.6
4,1,1.911,0.146,-,80,1,34.22,0.38,28.8,2.8,,3706.6,2043.5
4,1,1.914,0.187,-,80,2,59.27,0.49,17.0,2.0,,3702.9,1975.5
4,1,3.037,0.171,-,80,8,32.05,0.44,21.1,2.3,,3686.5,1709.8
4,1,3.063,0.18,-,79,58,44.22,0.47,18.2,2.1,,3711.4,2179.4
4,1,3.109,0.201,-,80,10,32.33,0.51,15.0,1.9,,3681.2,1613.7
4,1,3.664,0.234,-,80,4,24.37,0.6,10.7,1.6,,3695.7,1907.7
4,1,3.984,0.151,-,80,6,12.77,0.39,27.2,2.7,,3690.4,1821.2
4,1,4.223,0.147,-,80,0,35.97,0.38,28.3,2.7,,3704.3,2090.3
4,1,4.343,0.142,-,79,57,15.86,0.37,30.6,2.9,,3712.5,2250.1
4,1,4.735,0.23,-,80,2,18.61,0.59,11.0,1.6,,3698.8,2008.3
4,1,4.836,0.227,-,80,5,43.49,0.58,11.5,1.6,,3689.9,1844.7
4,1,5.178,0.21,-,79,56,57.06,0.55,13.1,1.7,,3711.6,2265.3
4,1,5.278,0.136,-,80,11,29.31,0.35,35.2,3.2,,3674.3,1568.5
4,1,5.427,0.235,-,80,4,39.31,0.61,10.6,1.6,,3691.4,1896.0
4,1,5.924,0.138,-,79,57,39.96,0.36,32.6,3.0,,3708.2,2231.1
4,1,6.104,0.142,-,79,49,1.07,0.38,29.5,2.8,,3729.8,2645.6
4,1,6.187,0.159,-,80,10,10.33,0.41,24.8,2.5,,3675.8,1631.6
4,1,6.773,0.204,-,80,12,16.06,0.52,14.6,1.9,,3669.3,1531.3
4,1,7.412,0.133,-,80,13,5.58,0.34,37.4,3.3,,3665.9,1491.8
4,1,7.464,0.111,-,80,12,34.31,0.28,56.7,4.2,,3667.1,1516.8
4,1,7.556,0.1,-,80,1,56.07,0.26,67.1,4.7,,3693.9,2026.7
4,1,8.129,0.146,-,79,58,19.03,0.38,28.4,2.7,,3701.9,2200.1
4,1,8.21,0.204,-,80,10,55.37,0.52,14.5,1.9,,3669.8,1595.9
4,1,8.314,0.178,-,80,13,41.25,0.46,19.4,2.2,,3662.6,1463.4
4,1,8.33,0.151,-,79,59,5.94,0.4,26.7,2.6,,3699.5,2162.6
4,1,8.373,0.219,-,80,1,9.01,0.57,12.1,1.7,,3694.2,2064.3
4,1,8.556,0.118,-,80,9,47.31,0.3,48.9,3.9,,3671.9,1650.3
4,1,8.585,0.239,-,79,58,51.3,0.62,10.0,1.5,,3699.6,2174.4
4,1,9.091,0.16,-,80,0,26.6,0.42,23.5,2.4,,3694.5,2098.3
4,1,9.104,0.153,-,80,3,15.45,0.4,26.4,2.6,,3687.4,1963.4
4,1,9.415,0.222,-,79,54,58.65,0.58,11.5,1.6,,3707.7,2360.3
4,1,9.733,0.105,-,79,55,17.92,0.28,59.2,4.3,,3706.2,2345.0
4,1,9.862,0.21,-,80,9,53.61,0.54,13.6,1.8,,3669.0,1645.4
4,1,10.014,0.048,-,79,56,12.47,0.12,518.2,18.6,,3703.3,2301.4
4,1,10.063,0.206,-,79,52,24.69,0.54,13.4,1.8,,3712.8,2483.4
4,1,10.169,0.182,-,80,10,0.78,0.47,18.4,2.1,,3668.1,1639.7
4,1,10.246,0.105,-,80,9,1.13,0.27,62.9,4.5,,3670.4,1687.4
4,1,10.414,0.142,-,80,11,55.74,0.36,32.0,3.0,,3662.7,1547.9
4,1,10.66,0.164,-,80,8,43.11,0.42,23.1,2.4,,3670.3,1701.8
4,1,11.351,0.049,-,80,4,42.33,0.13,388.4,14.2,,3679.1,1894.2
4,1,11.386,0.23,-,79,54,21.57,0.6,10.7,1.6,,3705.1,2390.2
4,1,11.494,0.118,-,80,3,56.41,0.3,47.4,3.8,,3680.7,1930.9
4,1,11.548,0.24,-,80,2,56.09,0.62,10.1,1.5,,3683.1,1979.1
4,1,11.647,0.131,-,80,2,47.44,0.34,36.9,3.2,,3683.3,1986.1
4,1,11.94,0.22,-,79,58,3.82,0.57,11.9,1.6,,3694.6,2212.7
4,1,12.09,0.167,-,80,13,11.11,0.43,22.7,2.4,,3656.1,1487.9
4,1,12.179,0.146,-,80,7,22.09,0.37,30.0,2.8,,3670.6,1766.7
4,1,12.345,0.228,-,80,8,10.57,0.58,11.4,1.6,,3668.3,1728.0
4,1,12.418,0.116,-,79,53,33.15,0.3,47.3,3.8,,3705.0,2429.0
4,1,12.792,0.203,-,80,0,40.88,0.52,14.2,1.8,,3686.2,2087.3
4,1,13.205,0.113,-,80,1,25.79,0.3,52.1,4.0,,3683.5,2051.5
4,1,13.366,0.177,-,80,11,14.1,0.46,19.8,2.2,,3658.5,1581.5
4,1,13.39,0.202,-,79,55,7.6,0.53,14.1,1.8,,3699.0,2353.6
4,1,13.871,0.234,-,79,51,16.13,0.62,10.1,1.5,,3707.7,2538.6
4,1,13.892,0.227,-,79,58,18.58,0.59,11.2,1.6,,3689.9,2201.1
4,1,14.018,0.132,-,80,10,35.74,0.33,37.8,3.3,,3658.7,1612.2
4,1,14.09,0.174,-,80,1,0.11,0.46,19.7,2.2,,3682.7,2072.1
4,1,14.135,0.17,-,79,55,32.29,0.45,20.3,2.2,,3696.4,2334.0
4,1,14.602,0.152,-,80,11,58.71,0.39,27.6,2.7,,3654.1,1546.0
4,1,15.13,0.207,-,79,56,42.98,0.54,13.4,1.8,,3691.3,2277.6
4,1,15.608,0.104,-,80,3,23.54,0.27,61.7,4.4,,3673.6,1957.6
4,1,15.979,0.2,-,80,9,39.99,0.51,15.2,1.9,,3657.1,1656.9
4,1,16.448,0.214,-,80,13,4.01,0.54,13.2,1.8,,3647.6,1494.0
4,1,16.885,0.08,-,79,58,8.63,0.21,97.5,5.6,,3684.1,2209.4
4,1,17.187,0.072,-,80,14,3.41,0.18,123.9,6.2,,3643.6,1446.6
4,1,17.247,0.212,-,80,14,46.68,0.54,13.5,1.8,,3641.6,1412.1
4,1,17.709,0.221,-,79,51,12.1,0.58,11.5,1.6,,3699.7,2542.2
4,1,17.726,0.157,-,80,0,48.3,0.41,24.7,2.5,,3675.7,2081.9
4,1,17.845,0.064,-,79,54,36.75,0.17,145.3,6.7,,3690.9,2378.7
4,1,18.267,0.136,-,79,57,22.31,0.36,33.4,3.0,,3683.1,2246.5
4,1,18.386,0.147,-,80,5,9.95,0.38,29.0,2.8,,3663.4,1872.9
4,1,18.409,0.107,-,80,2,36.4,0.28,57.6,4.2,,3669.7,1995.6
4,1,18.757,0.134,-,79,58,15.39,0.35,34.5,3.1,,3679.9,2204.2
4,1,18.769,0.158,-,79,47,56.94,0.42,23.4,2.5,,3705.6,2698.3
4,1,19.038,0.166,-,79,55,2.32,0.44,21.4,2.3,,3687.4,2358.4
4,1,19.43,0.093,-,79,56,12.88,0.24,75.9,5.0,,3683.6,2302.1
4,1,19.476,0.172,-,79,48,51.36,0.46,19.3,2.2,,3701.9,2654.9
4,1,20.113,0.167,-,79,48,39.32,0.45,20.6,2.3,,3701.0,2664.5
4,1,20.175,0.057,-,80,2,53.34,0.15,194.6,8.0,,3665.4,1982.3
4,1,20.24,0.217,-,80,14,19.9,0.55,12.9,1.8,,3636.7,1433.8
4,1,20.72,0.229,-,79,49,13.11,0.6,10.6,1.6,,3698.3,2637.6
4,1,21.066,0.183,-,79,51,4.65,0.49,17.1,2.0,,3693.0,2548.5
4,1,21.468,0.15,-,79,54,25.92,0.4,26.5,2.6,,3683.8,2387.8
4,1,21.501,0.169,-,80,15,7.11,0.43,22.2,2.4,,3632.2,1396.2
4,1,21.65,0.053,-,79,49,45.0,0.14,237.4,9.3,,3695.0,2612.2
4,1,21.778,0.214,-,80,10,56.94,0.55,13.1,1.8,,3642.0,1596.1
4,1,21.858,0.218,-,80,8,19.76,0.56,12.6,1.7,,3648.3,1721.7
4,1,22.165,0.134,-,80,6,37.08,0.34,35.6,3.2,,3652.0,1803.7
4,1,22.386,0.228,-,79,53,18.3,0.6,10.9,1.6,,3684.6,2441.9
4,1,22.485,0.11,-,79,46,29.64,0.29,52.8,4.1,,3701.4,2768.4
4,1,22.808,0.207,-,80,4,9.89,0.53,13.8,1.8,,3656.8,1921.4
4,1,22.895,0.226,-,80,10,1.52,0.58,11.7,1.6,,3642.0,1640.5
4,1,23.118,0.16,-,80,13,7.62,0.41,24.7,2.5,,3633.8,1491.8
4,1,23.418,0.222,-,79,46,22.33,0.59,11.2,1.7,,3699.7,2774.4
4,1,23.574,0.208,-,79,51,42.1,0.55,13.0,1.7,,3686.1,2518.9
4,1,24.201,0.2,-,80,1,25.55,0.52,14.6,1.8,,3660.7,2052.8
4,1,24.358,0.213,-,80,6,50.76,0.55,13.1,1.7,,3646.9,1793.0
4,1,24.801,0.082,-,80,4,42.15,0.21,95.7,5.5,,3651.3,1895.8
4,1,24.964,0.198,-,80,8,3.91,0.5,15.4,1.9,,3642.6,1734.7
4,1,24.991,0.147,-,79,47,14.98,0.39,27.0,2.7,,3694.2,2732.5
4,1,25.311,0.118,-,79,53,40.3,0.31,45.4,3.7,,3677.6,2424.7
4,1,25.474,0.203,-,79,51,19.47,0.53,13.8,1.8,,3683.1,2537.2
4,1,25.56,0.23,-,79,55,55.89,0.6,10.8,1.5,,3671.5,2316.4
4,1,25.59,0.13,-,79,51,54.91,0.34,35.8,3.2,,3681.3,2508.9
4,1,25.857,0.151,-,80,11,48.96,0.39,28.1,2.7,,3631.5,1555.0
4,1,26.042,0.115,-,80,7,30.47,0.3,51.3,4.0,,3641.8,1761.5
4,1,26.066,0.239,-,80,4,3.17,0.62,10.2,1.5,,3650.3,1927.1
4,1,26.236,0.142,-,79,54,39.7,0.37,30.3,2.8,,3673.2,2377.3
4,1,26.245,0.149,-,80,1,6.79,0.39,27.6,2.7,,3657.2,2068.0
4,1,26.349,0.128,-,80,9,45.34,0.33,40.1,3.4,,3635.6,1653.8
4,1,26.389,0.202,-,80,4,34.63,0.52,14.4,1.8,,3648.3,1902.0
4,1,26.426,0.068,-,79,53,56.21,0.18,126.7,6.2,,3674.6,2412.1
4,1,26.98,0.17,-,80,5,16.81,0.44,21.0,2.3,,3645.4,1868.4
4,1,27.123,0.107,-,80,9,25.42,0.28,59.9,4.4,,3634.8,1669.8
4,1,27.476,0.135,-,80,1,32.06,0.35,34.3,3.1,,3653.6,2048.0
4,1,27.478,0.117,-,79,49,10.43,0.31,45.3,3.7,,3684.1,2640.5
4,1,27.848,0.201,-,80,2,42.14,0.52,14.6,1.8,,3650.0,1992.0
4,1,27.985,0.125,-,80,0,55.76,0.32,41.1,3.4,,3654.0,2077.0
4,1,28.114,0.148,-,80,10,0.55,0.38,29.3,2.8,,3631.4,1641.8
4,1,28.41,0.217,-,80,11,1.59,0.55,12.7,1.7,,3628.2,1593.1
4,1,28.508,0.108,-,80,13,26.49,0.28,59.8,4.4,,3622.1,1477.3
4,1,28.992,0.109,-,80,8,7.64,0.28,58.0,4.3,,3634.2,1732.1
4,1,28.992,0.158,-,79,51,28.23,0.42,23.4,2.4,,3675.3,2530.6
4,1,29.21,0.102,-,80,6,49.58,0.26,65.2,4.6,,3637.0,1794.5
4,1,29.323,0.123,-,79,54,55.98,0.32,41.5,3.5,,3666.0,2364.6
4,1,29.368,0.198,-,80,14,37.72,0.5,15.9,2.0,,3617.4,1420.5
4,1,29.465,0.237,-,79,56,58.66,0.62,10.1,1.5,,3660.7,2266.6
4,1,29.556,0.226,-,79,52,27.77,0.59,11.0,1.6,,3671.6,2483.1
4,1,29.704,0.147,-,80,14,9.3,0.37,30.2,2.9,,3617.9,1443.2
4,1,30.51,0.107,-,79,54,8.4,0.29,56.2,4.2,,3665.5,2402.8
4,1,30.79,0.194,-,79,57,39.77,0.51,15.3,1.9,,3656.3,2233.9
4,1,31.326,0.16,-,79,49,23.08,0.43,22.9,2.4,,3675.5,2630.8
4,1,31.343,0.235,-,80,5,42.54,0.6,10.7,1.5,,3635.3,1848.3
4,1,31.391,0.095,-,79,58,58.36,0.25,73.7,4.9,G02,3651.8,2171.2
4,1,31.809,0.161,-,79,59,8.66,0.42,23.3,2.4,G02,3650.5,2163.0
4,1,32.01,0.168,-,79,46,58.07,0.45,20.2,2.2,,3679.9,2746.7
4,1,32.336,0.104,-,79,59,19.5,0.27,61.7,4.4,G02,3648.9,2154.4
4,1,32.345,0.13,-,80,4,5.96,0.33,38.4,3.3,,3637.2,1925.5
4,1,32.92,0.204,-,80,13,17.13,0.51,14.8,1.9,,3613.5,1485.2
4,1,33.125,0.238,-,80,14,18.61,0.6,10.7,1.6,,3610.6,1436.1
4,1,33.134,0.11,-,79,49,28.78,0.29,52.6,4.0,,3671.4,2626.5
4,1,33.177,0.235,-,80,13,26.19,0.59,11.0,1.6,,3612.6,1478.0
4,1,33.185,0.22,-,80,6,6.09,0.57,12.2,1.6,,3630.6,1829.7
4,1,33.204,0.165,-,79,46,0.54,0.45,20.8,2.3,,3679.8,2792.8
4,1,33.249,0.2,-,80,7,0.88,0.51,15.1,1.9,,3628.2,1785.9
4,1,33.532,0.106,-,80,8,7.34,0.28,60.6,4.4,,3624.9,1732.8
4,1,33.804,0.224,-,79,52,30.62,0.59,11.3,1.6,,3662.6,2481.3
4,1,34.794,0.146,-,79,48,37.0,0.39,27.6,2.7,,3670.0,2668.0
4,1,34.841,0.091,-,80,0,30.89,0.24,78.9,5.0,,3640.8,2097.6
4,1,35.031,0.178,-,79,49,15.85,0.48,17.9,2.1,,3667.9,2637.0
4,1,35.339,0.198,-,79,46,43.75,0.52,14.2,1.9,,3673.5,2758.5
4,1,35.587,0.184,-,79,47,10.1,0.49,16.8,2.0,,3671.9,2737.5
4,1,35.752,0.178,-,79,45,20.69,0.48,17.8,2.1,,3676.0,2825.0
4,1,35.798,0.073,-,79,51,45.77,0.19,112.3,5.9,,3660.2,2517.3
4,1,35.926,0.119,-,80,6,58.48,0.3,46.4,3.7,,3622.8,1788.1
4,1,36.084,0.195,-,80,7,9.54,0.5,15.9,1.9,,3622.0,1779.3
4,1,36.098,0.221,-,80,10,54.12,0.56,12.3,1.7,,3612.8,1599.8
4,1,36.456,0.212,-,80,6,45.73,0.54,13.2,1.7,,3622.2,1798.3
4,1,36.578,0.239,-,80,0,59.27,0.62,10.0,1.5,,3636.1,2075.2
4,1,37.171,0.127,-,79,46,26.89,0.34,37.5,3.3,,3670.2,2772.2
4,1,37.294,0.096,-,79,45,6.6,0.26,68.9,4.7,,3673.2,2836.4
4,1,37.625,0.119,-,79,47,57.3,0.31,43.4,3.6,,3665.6,2700.0
4,1,37.644,0.172,-,80,14,36.62,0.44,21.3,2.3,,3600.6,1422.2
4,1,37.674,0.177,-,80,15,7.56,0.46,19.9,2.2,,3599.3,1397.5
4,1,37.831,0.164,-,80,11,55.96,0.42,23.4,2.4,,3606.8,1550.6
4,1,37.964,0.137,-,80,10,36.49,0.35,34.2,3.1,,3609.7,1614.1
4,1,38.09,0.11,-,79,46,47.84,0.3,51.8,4.0,,3667.4,2755.6
4,1,38.308,0.21,-,79,50,3.7,0.55,12.8,1.7,,3659.0,2599.1
4,1,38.36,0.178,-,80,12,49.05,0.46,19.5,2.2,,3603.6,1508.2
4,1,38.488,0.153,-,79,56,55.49,0.4,25.7,2.5,,3642.0,2270.1
4,1,38.488,0.218,-,80,11,25.29,0.55,12.7,1.7,,3606.7,1575.2
